base[3300],ratio[0.0],max[2.0],min[0.5]
编号	日期	指数	净值	钱(当期)	份额(当期)	钱(总)	份额(总)	成本(总)	市值	收益率
1	2012-06-01	2373.44	0.9956	1000.00	1004.42	1000.00	1004.42	1.00	1000.00%	
2	2012-06-30	2226.11	0.9890	1000.00	1011.12	2000.00	2015.54	0.99	1993.37%	
3	2012-08-01	2123.36	0.9894	1000.00	1010.71	3000.00	3026.26	0.99	2994.18%	
4	2012-09-03	2059.15	0.9867	1000.00	1013.48	4000.00	4039.73	0.99	3986.01%	
5	2012-09-30	2074.42	0.9908	1000.00	1009.29	5000.00	5049.02	0.99	5002.57%	
6	2012-11-01	2104.43	0.9932	1000.00	1006.85	6000.00	6055.87	0.99	6014.69%	
7	2012-12-03	1959.77	0.9878	1000.00	1012.35	7000.00	7068.22	0.99	6981.98%	
8	2013-01-04	2276.99	1.0029	1000.00	997.11	8000.00	8065.33	0.99	8088.72%	
9	2013-02-01	2419.02	1.0189	1000.00	981.45	9000.00	9046.78	0.99	9217.76%	
10	2013-03-01	2359.51	1.0198	1000.00	980.58	10000.00	10027.36	1.00	10225.90%	
11	2013-04-01	2234.40	1.0199	1000.00	980.49	11000.00	11007.85	1.00	11226.90%	
12	2013-05-02	2174.12	1.0219	1000.00	978.57	12000.00	11986.42	1.00	12248.92%	
13	2013-06-03	2299.25	1.0220	1000.00	978.47	13000.00	12964.89	1.00	13250.12%	
14	2013-06-30	1995.24	0.9748	1000.00	1025.85	14000.00	13990.74	1.00	13638.18%	
15	2013-08-01	2029.07	1.0049	1000.00	995.12	15000.00	14985.87	1.00	15059.30%	
16	2013-09-02	2098.45	1.0215	1000.00	978.95	16000.00	15964.82	1.00	16308.06%	
17	2013-10-08	2198.20	1.0644	1000.00	939.50	17000.00	16904.32	1.01	17992.95%	
18	2013-11-01	2149.56	1.0562	1000.00	946.79	18000.00	17851.11	1.01	18854.34%	
19	2013-12-02	2207.37	1.0542	1000.00	948.59	19000.00	18799.69	1.01	19818.64%	
20	2014-01-02	2109.39	1.0409	1000.00	960.71	20000.00	19760.40	1.01	20568.60%	
21	2014-02-07	2044.50	0.9886	1000.00	1011.53	21000.00	20771.93	1.01	20535.13%	
22	2014-03-03	2075.24	0.9668	1000.00	1034.34	22000.00	21806.27	1.01	21082.30%	
23	2014-04-01	2047.46	0.9536	1000.00	1048.66	23000.00	22854.93	1.01	21794.46%	
24	2014-05-05	2027.35	0.9453	1000.00	1057.87	24000.00	23912.79	1.00	22604.76%	
25	2014-06-03	2038.31	0.9281	1000.00	1077.47	25000.00	24990.26	1.00	23193.46%	
26	2014-07-01	2050.38	0.9504	1000.00	1052.19	26000.00	26042.45	1.00	24750.75%	
27	2014-08-01	2185.30	1.0329	1000.00	968.15	27000.00	27010.60	1.00	27899.25%	
28	2014-09-01	2235.51	1.0290	1000.00	971.82	28000.00	27982.42	1.00	28793.91%	
29	2014-10-08	2382.79	1.0909	1000.00	916.67	29000.00	28899.09	1.00	31526.02%	
30	2014-11-03	2430.03	1.1304	1000.00	884.64	30000.00	29783.74	1.01	33667.53%	
31	2014-12-01	2680.16	1.2678	1000.00	788.77	31000.00	30572.50	1.01	38759.82%	
32	2015-01-05	3350.52	1.7084	1000.00	585.34	32000.00	31157.85	1.03	53230.07%	
33	2015-02-02	3128.30	1.6027	1000.00	623.95	33000.00	31781.79	1.04	50936.68%	
34	2015-03-02	3336.28	1.7288	1000.00	578.44	34000.00	32360.23	1.05	55944.37%	
