base[3300],ratio[0.1],max[2.0],min[0.5]
编号	日期	指数	净值	钱(当期)	份额(当期)	钱(总)	份额(总)	成本(总)	市值	收益率
1	2012-06-01	2373.44	0.9956	1900.00	1908.40	1900.00	1908.40	1.00	1900.00%	
2	2012-06-30	2226.11	0.9890	2000.00	2022.24	3900.00	3930.64	0.99	3887.40%	
3	2012-08-01	2123.36	0.9894	2000.00	2021.43	5900.00	5952.07	0.99	5888.98%	
4	2012-09-03	2059.15	0.9867	2000.00	2026.96	7900.00	7979.03	0.99	7872.91%	
5	2012-09-30	2074.42	0.9908	2000.00	2018.57	9900.00	9997.60	0.99	9905.62%	
6	2012-11-01	2104.43	0.9932	2000.00	2013.69	11900.00	12011.29	0.99	11929.61%	
7	2012-12-03	1959.77	0.9878	2000.00	2024.70	13900.00	14035.99	0.99	13864.75%	
8	2013-01-04	2276.99	1.0029	2000.00	1994.22	15900.00	16030.21	0.99	16076.70%	
9	2013-02-01	2419.02	1.0189	1800.00	1766.61	17700.00	17796.82	0.99	18133.18%	
10	2013-03-01	2359.51	1.0198	1900.00	1863.11	19600.00	19659.93	1.00	20049.20%	
11	2013-04-01	2234.40	1.0199	2000.00	1960.98	21600.00	21620.91	1.00	22051.16%	
12	2013-05-02	2174.12	1.0219	2000.00	1957.14	23600.00	23578.05	1.00	24094.41%	
13	2013-06-03	2299.25	1.0220	2000.00	1956.95	25600.00	25534.99	1.00	26096.76%	
14	2013-06-30	1995.24	0.9748	2000.00	2051.70	27600.00	27586.70	1.00	26891.51%	
15	2013-08-01	2029.07	1.0049	2000.00	1990.25	29600.00	29576.94	1.00	29721.87%	
16	2013-09-02	2098.45	1.0215	2000.00	1957.91	31600.00	31534.85	1.00	32212.85%	
17	2013-10-08	2198.20	1.0644	2000.00	1878.99	33600.00	33413.84	1.01	35565.69%	
18	2013-11-01	2149.56	1.0562	2000.00	1893.58	35600.00	35307.42	1.01	37291.70%	
19	2013-12-02	2207.37	1.0542	2000.00	1897.17	37600.00	37204.60	1.01	39221.09%	
20	2014-01-02	2109.39	1.0409	2000.00	1921.41	39600.00	39126.01	1.01	40726.26%	
21	2014-02-07	2044.50	0.9886	2000.00	2023.06	41600.00	41149.07	1.01	40679.97%	
22	2014-03-03	2075.24	0.9668	2000.00	2068.68	43600.00	43217.75	1.01	41782.92%	
23	2014-04-01	2047.46	0.9536	2000.00	2097.32	45600.00	45315.07	1.01	43212.45%	
24	2014-05-05	2027.35	0.9453	2000.00	2115.73	47600.00	47430.80	1.00	44836.33%	
25	2014-06-03	2038.31	0.9281	2000.00	2154.94	49600.00	49585.74	1.00	46020.52%	
26	2014-07-01	2050.38	0.9504	2000.00	2104.38	51600.00	51690.12	1.00	49126.29%	
27	2014-08-01	2185.30	1.0329	2000.00	1936.30	53600.00	53626.41	1.00	55390.72%	
28	2014-09-01	2235.51	1.0290	2000.00	1943.63	55600.00	55570.05	1.00	57181.58%	
29	2014-10-08	2382.79	1.0909	1900.00	1741.68	57500.00	57311.73	1.00	62521.36%	
30	2014-11-03	2430.03	1.1304	1800.00	1592.36	59300.00	58904.09	1.01	66585.17%	
31	2014-12-01	2680.16	1.2678	1600.00	1262.03	60900.00	60166.11	1.01	76278.60%	
32	2015-01-05	3350.52	1.7084	1000.00	585.34	61900.00	60751.46	1.02	103787.79%	
33	2015-02-02	3128.30	1.6027	1100.00	686.34	63000.00	61437.80	1.03	98466.36%	
34	2015-03-02	3336.28	1.7288	1000.00	578.44	64000.00	62016.23	1.03	107213.67%	
35	2015-04-01	3810.29	2.0203	500.00	247.49	64500.00	62263.72	1.04	125791.39%	
36	2015-05-04	4480.46	2.3564	500.00	212.19	65000.00	62475.91	1.04	147218.24%	
37	2015-06-01	4828.74	2.5380	500.00	197.01	65500.00	62672.92	1.05	159063.87%	
38	2015-07-01	4053.70	2.1868	500.00	228.64	66000.00	62901.56	1.05	137553.13%	
39	2015-08-03	3622.91	2.0187	700.00	346.76	66700.00	63248.32	1.05	127679.37%	
40	2015-09-01	3166.62	1.7462	1100.00	629.94	67800.00	63878.26	1.06	111544.21%	
41	2015-10-08	3143.36	1.7297	1100.00	635.95	68900.00	64514.21	1.07	111590.22%	
42	2015-11-02	3325.08	1.8252	1000.00	547.89	69900.00	65062.09	1.07	118751.33%	
43	2015-12-01	3456.31	1.9101	900.00	471.18	70800.00	65533.27	1.08	125175.10%	
44	2016-01-04	3296.26	1.8387	1000.00	543.86	71800.00	66077.13	1.09	121496.03%	
45	2016-02-01	2688.85	1.5440	1600.00	1036.27	73400.00	67113.40	1.09	103623.10%	
46	2016-03-01	2733.17	1.5745	1500.00	952.68	74900.00	68066.09	1.10	107170.05%	
47	2016-04-01	3009.53	1.7423	1200.00	688.74	76100.00	68754.83	1.11	119791.54%	
48	2016-05-03	2992.64	1.7356	1300.00	749.02	77400.00	69503.85	1.11	120630.88%	
49	2016-06-01	2913.51	1.7110	1300.00	759.79	78700.00	70263.64	1.12	120221.09%	
50	2016-07-01	2932.48	1.7066	1300.00	761.75	80000.00	71025.39	1.13	121211.93%	
51	2016-08-01	2953.39	1.7930	1300.00	725.04	81300.00	71750.43	1.13	128648.52%	
52	2016-09-01	3063.31	1.8539	1200.00	647.28	82500.00	72397.72	1.14	134218.12%	
53	2016-10-10	3048.14	1.8614	1200.00	644.68	83700.00	73042.39	1.15	135961.11%	
54	2016-11-01	3122.44	1.9126	1100.00	575.13	84800.00	73617.53	1.15	140800.88%	
55	2016-12-01	3273.31	2.0391	1000.00	490.41	85800.00	74107.94	1.16	151113.49%	
56	2016-12-31	3135.92	1.9312	1100.00	569.59	86900.00	74677.53	1.16	144217.25%	
57	2017-02-03	3140.17	1.9910	1100.00	552.49	88000.00	75230.02	1.17	149782.97%	
58	2017-03-01	3246.93	2.0673	1000.00	483.72	89000.00	75713.74	1.18	156523.02%	
59	2017-04-05	3270.31	2.1054	1000.00	474.97	90000.00	76188.71	1.18	160407.72%	
60	2017-05-02	3143.71	2.0492	1100.00	536.79	91100.00	76725.50	1.19	157225.91%	
