base[3300],ratio[0.0],max[2.0],min[0.5]
编号	日期	指数	净值	钱(当期)	份额(当期)	钱(总)	份额(总)	成本(总)	市值	收益率
1	2012-06-01	2373.44	0.7340	1000.00	1362.40	1000.00	1362.40	0.73	1000.00%	
2	2012-06-30	2226.11	0.6750	1000.00	1481.48	2000.00	2843.88	0.70	1919.62%	
3	2012-08-01	2123.36	0.6560	1000.00	1524.39	3000.00	4368.27	0.69	2865.58%	
4	2012-09-03	2059.15	0.6490	1000.00	1540.83	4000.00	5909.10	0.68	3835.01%	
5	2012-09-30	2074.42	0.6330	1000.00	1579.78	5000.00	7488.88	0.67	4740.46%	
6	2012-11-01	2104.43	0.6220	1000.00	1607.72	6000.00	9096.60	0.66	5658.08%	
7	2012-12-03	1959.77	0.5780	1000.00	1730.10	7000.00	10826.70	0.65	6257.83%	
8	2013-01-04	2276.99	0.6510	1000.00	1536.10	8000.00	12362.80	0.65	8048.18%	
9	2013-02-01	2419.02	0.7040	1000.00	1420.45	9000.00	13783.25	0.65	9703.41%	
10	2013-03-01	2359.51	0.7140	1000.00	1400.56	10000.00	15183.81	0.66	10841.24%	
11	2013-04-01	2234.40	0.7080	1000.00	1412.43	11000.00	16596.24	0.66	11750.14%	
12	2013-05-02	2174.12	0.7070	1000.00	1414.43	12000.00	18010.67	0.67	12733.54%	
13	2013-06-03	2299.25	0.7780	1000.00	1285.35	13000.00	19296.02	0.67	15012.30%	
14	2013-06-30	1995.24	0.7070	1000.00	1414.43	14000.00	20710.44	0.68	14642.28%	
15	2013-08-01	2029.07	0.7320	1000.00	1366.12	15000.00	22076.57	0.68	16160.05%	
16	2013-09-02	2098.45	0.7640	1000.00	1308.90	16000.00	23385.47	0.68	17866.50%	
17	2013-10-08	2198.20	0.7930	1000.00	1261.03	17000.00	24646.50	0.69	19544.67%	
18	2013-11-01	2149.56	0.7820	1000.00	1278.77	18000.00	25925.27	0.69	20273.56%	
19	2013-12-02	2207.37	0.7950	1000.00	1257.86	19000.00	27183.13	0.70	21610.59%	
20	2014-01-02	2109.39	0.8450	1000.00	1183.43	20000.00	28366.57	0.71	23969.75%	
21	2014-02-07	2044.50	0.9090	1000.00	1100.11	21000.00	29466.68	0.71	26785.21%	
22	2014-03-03	2075.24	0.9380	1000.00	1066.10	22000.00	30532.77	0.72	28639.74%	
23	2014-04-01	2047.46	0.8780	1000.00	1138.95	23000.00	31671.73	0.73	27807.78%	
24	2014-05-05	2027.35	0.8470	1000.00	1180.64	24000.00	32852.36	0.73	27825.95%	
25	2014-06-03	2038.31	0.8460	1000.00	1182.03	25000.00	34034.40	0.73	28793.10%	
26	2014-07-01	2050.38	0.8640	1000.00	1157.41	26000.00	35191.80	0.74	30405.72%	
27	2014-08-01	2185.30	0.9080	1000.00	1101.32	27000.00	36293.13	0.74	32954.16%	
28	2014-09-01	2235.51	0.9450	1000.00	1058.20	28000.00	37351.33	0.75	35297.00%	
29	2014-10-08	2382.79	1.0190	1000.00	981.35	29000.00	38332.68	0.76	39061.00%	
30	2014-11-03	2430.03	1.0320	1000.00	968.99	30000.00	39301.67	0.76	40559.32%	
31	2014-12-01	2680.16	1.1270	1000.00	887.31	31000.00	40188.98	0.77	45292.98%	
32	2015-01-05	3350.52	1.1760	1000.00	850.34	32000.00	41039.32	0.78	48262.25%	
33	2015-02-02	3128.30	1.2280	1000.00	814.33	33000.00	41853.66	0.79	51396.29%	
34	2015-03-02	3336.28	1.3080	1000.00	764.53	34000.00	42618.18	0.80	55744.58%	
35	2015-04-01	3810.29	1.6140	1000.00	619.58	35000.00	43237.76	0.81	69785.75%	
36	2015-05-04	4480.46	1.8000	1000.00	555.56	36000.00	43793.32	0.82	78827.97%	
37	2015-06-01	4828.74	2.4690	1000.00	405.02	37000.00	44198.34	0.84	109125.70%	
38	2015-07-01	4053.70	1.7470	1000.00	572.41	38000.00	44770.75	0.85	78214.50%	
39	2015-08-03	3622.91	1.5310	1000.00	653.17	39000.00	45423.92	0.86	69544.02%	
40	2015-09-01	3166.62	1.3490	1000.00	741.29	40000.00	46165.21	0.87	62276.86%	
41	2015-10-08	3143.36	1.4200	1000.00	704.23	41000.00	46869.43	0.87	66554.59%	
42	2015-11-02	3325.08	1.6090	1000.00	621.50	42000.00	47490.94	0.88	76412.92%	
43	2015-12-01	3456.31	1.2920	1000.00	773.99	43000.00	48264.93	0.89	62358.29%	
44	2016-01-04	3296.26	1.2940	1000.00	772.80	44000.00	49037.73	0.90	63454.82%	
45	2016-02-01	2688.85	0.9830	1000.00	1017.29	45000.00	50055.02	0.90	49204.09%	
46	2016-03-01	2733.17	0.9950	1000.00	1005.03	46000.00	51060.05	0.90	50804.75%	
47	2016-04-01	3009.53	1.1520	1000.00	868.06	47000.00	51928.10	0.91	59821.17%	
48	2016-05-03	2992.64	1.2300	1000.00	813.01	48000.00	52741.11	0.91	64871.57%	
49	2016-06-01	2913.51	1.2330	1000.00	811.03	49000.00	53552.14	0.91	66029.79%	
50	2016-07-01	2932.48	1.2990	1000.00	769.82	50000.00	54321.96	0.92	70564.23%	
51	2016-08-01	2953.39	1.2640	1000.00	791.14	51000.00	55113.10	0.93	69662.96%	
52	2016-09-01	3063.31	1.3450	1000.00	743.49	52000.00	55856.60	0.93	75127.12%	
53	2016-10-10	3048.14	1.4380	1000.00	695.41	53000.00	56552.01	0.94	81321.78%	
54	2016-11-01	3122.44	1.5030	1000.00	665.34	54000.00	57217.34	0.94	85997.67%	
55	2016-12-01	3273.31	1.5980	1000.00	625.78	55000.00	57843.13	0.95	92433.32%	
56	2016-12-31	3135.92	1.5460	1000.00	646.83	56000.00	58489.96	0.96	90425.47%	
57	2017-02-03	3140.17	1.4920	1000.00	670.24	57000.00	59160.20	0.96	88267.01%	
58	2017-03-01	3246.93	1.5550	1000.00	643.09	58000.00	59803.28	0.97	92994.10%	
59	2017-04-05	3270.31	1.5410	1000.00	648.93	59000.00	60452.21	0.98	93156.86%	
60	2017-05-02	3143.71	1.4150	1000.00	706.71	60000.00	61158.93	0.98	86539.88%	
