base[3300],ratio[0.1],max[2.0],min[0.5]
编号	日期	指数	净值	钱(当期)	份额(当期)	钱(总)	份额(总)	成本(总)	市值	收益率
1	2012-06-01	2373.44	0.8680	1900.00	2188.94	1900.00	2188.94	0.87	1900.00%	
2	2012-06-30	2226.11	0.8440	2000.00	2369.67	3900.00	4558.61	0.86	3847.47%	
3	2012-08-01	2123.36	0.8120	2000.00	2463.05	5900.00	7021.66	0.84	5701.59%	
4	2012-09-03	2059.15	0.7610	2000.00	2628.12	7900.00	9649.78	0.82	7343.49%	
5	2012-09-30	2074.42	0.7730	2000.00	2587.32	9900.00	12237.11	0.81	9459.28%	
6	2012-11-01	2104.43	0.7680	2000.00	2604.17	11900.00	14841.27	0.80	11398.10%	
7	2012-12-03	1959.77	0.6810	2000.00	2936.86	13900.00	17778.13	0.78	12106.91%	
8	2013-01-04	2276.99	0.7650	2000.00	2614.38	15900.00	20392.51	0.78	15600.27%	
9	2013-02-01	2419.02	0.8150	1800.00	2208.59	17700.00	22601.10	0.78	18419.90%	
10	2013-03-01	2359.51	0.8220	1900.00	2311.44	19600.00	24912.53	0.79	20478.10%	
11	2013-04-01	2234.40	0.7990	2000.00	2503.13	21600.00	27415.66	0.79	21905.12%	
12	2013-05-02	2174.12	0.7870	2000.00	2541.30	23600.00	29956.96	0.79	23576.13%	
13	2013-06-03	2299.25	0.8650	2000.00	2312.14	25600.00	32269.10	0.79	27912.77%	
14	2013-06-30	1995.24	0.7740	2000.00	2583.98	27600.00	34853.08	0.79	26976.28%	
15	2013-08-01	2029.07	0.8500	2000.00	2352.94	29600.00	37206.02	0.80	31625.12%	
16	2013-09-02	2098.45	0.8400	2000.00	2380.95	31600.00	39586.97	0.80	33253.05%	
17	2013-10-08	2198.20	0.9080	2000.00	2202.64	33600.00	41789.61	0.80	37944.97%	
18	2013-11-01	2149.56	0.8930	2000.00	2239.64	35600.00	44029.26	0.81	39318.13%	
19	2013-12-02	2207.37	0.8960	2000.00	2232.14	37600.00	46261.40	0.81	41450.21%	
